0x6b6532053f5d3049856e47b7010f7de397666403cb43df910deed096a6713572,0x9c93a35c5e2e18f0fd1a0b9e03685691df4ac454,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0xd78bc2cc1c3d2342ec2c68950901ee4f80348665b889e47ae6504b9d16b9d587,0xcd3bf1781f2142920403e036b68d48292a76cf98,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0x9381670b0ecea28198070caa37b8eca5e62c07121358d704f2ee969f335d098a,0xccbeda454c8ca0fc94406c4f7d7a9b0f81bfe69f,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0x85f3845f0347babb645179d0e63faa2eb446487aa4a2cb162b145972d96e860a,0x9c93a35c5e2e18f0fd1a0b9e03685691df4ac454,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0x51b45cbb3b78dcceaa62fbccba4248b71ddc6a95bcf26118a99f04e014b99504,0x56fdc7a60cd8563b68a103983a93d4d36d2bf23f,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0x73f2dcc5fb085e0d472c13dd9aa067de461fed9f5367e6149bec3cc5d656bf4d,0x8aaf22f9dfdf6486edcec735e638bbd004d53a89,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0xa87019fd90e76fd4f7b30d1d913ec2fa67e987a79a879e0263c8eeba0cb73e11,0x8e18858cef0928e0e89d67c412ff1aff6cd1de23,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0x19580032413ed5999047209cbedcf3c39fb00c9ec027b153f804333c61cf3663,0xd637585a8ae7d97543dccfba0eb9288b75d89162,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0x5027d87bdfe2576b4cbc04a8c02ddf5f10843d517f7604863aed76a3d64f41d1,0xb0dc7549d473573268e6d827f779463bff9b77bd,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0x21aecd9d5f5a6548f396f3d07395de0e30a1ab11653a94d3fd4d4284cb1e4ff5,0x56fdc7a60cd8563b68a103983a93d4d36d2bf23f,0x5acc84a3e955bdd76467d3348077d003f00ffb97,200000000000000000
0xe7ad66f78760cdbb8bcc4a07a8441a782fe43d1e3dd73fb9fb92f665fd0394e9,0x3b0aa1e489f4c29a22947bb7fce7dde2984fd1ac,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0xe3641b258787b7193226e21aab93e95cfe5b81f7f4574aaf38522fa24cf49d45,0x9c93a35c5e2e18f0fd1a0b9e03685691df4ac454,0x5acc84a3e955bdd76467d3348077d003f00ffb97,200000000000000000
0x1ed2d45e597a7e5b02b3339fb0ea084bc8ef9beace1ef2a087a15895fd7ce720,0x737836712836f056d2e3879718da21e00abd97d8,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0x3bee163bcc212a1375ca44c21b90a71a591dce20e967b3d59354178791256da0,0xa7f78eb7503603f9e01f358d9a9a066812cd3373,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0x76330e5ec20ab1ed41b900aaf205399776cd7fe5a0018df2985daadb08e3e6c8,0x879ac2b3a1b6e0705e960591678b813085ca4744,0x5acc84a3e955bdd76467d3348077d003f00ffb97,100000000000000000
0x0c8b4627a3ad2be3d56c0c3c8fc6c66b0f731f82149436ae322f8c008c566c55,0xc8c3536413161544223aeb7c6bac321eec02ee38,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0x21d3ce82efaeea05b8a4bf07c42d85dcbb10967b9f00d8730414db3cec31bce1,0x966cc0da3eabee73f076c6d79d92163d40a5d090,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0xfe1620c1e8aa1a019c747a5629851f185cb80e65801cda543fbca0bc129c8e50,0x58a2d368db32978f6e98cbc8c2b9c24890a08ce3,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
0x928ad36575edc1408d838160ef8ea7ba68fa4a821f64b4a0b8fe08c89932c29b,0xa855d37bab47d112f8c5e5b3f54c783710f6e75b,0x5acc84a3e955bdd76467d3348077d003f00ffb97,50000000000000000
