0x6b6532053f5d3049856e47b7010f7de397666403cb43df910deed096a6713572;0x9c93a35c5e2e18f0fd1a0b9e03685691df4ac454;0x5acc84a3e955bdd76467d3348077d003f00ffb97;5E+16
0xd78bc2cc1c3d2342ec2c68950901ee4f80348665b889e47ae6504b9d16b9d587;0xcd3bf1781f2142920403e036b68d48292a76cf98;0x5acc84a3e955bdd76467d3348077d003f00ffb97;1E+17
0x9381670b0ecea28198070caa37b8eca5e62c07121358d704f2ee969f335d098a;0xccbeda454c8ca0fc94406c4f7d7a9b0f81bfe69f;0x5acc84a3e955bdd76467d3348077d003f00ffb97;1E+17
0x85f3845f0347babb645179d0e63faa2eb446487aa4a2cb162b145972d96e860a;0x9c93a35c5e2e18f0fd1a0b9e03685691df4ac454;0x5acc84a3e955bdd76467d3348077d003f00ffb97;1E+17
0x51b45cbb3b78dcceaa62fbccba4248b71ddc6a95bcf26118a99f04e014b99504;0x56fdc7a60cd8563b68a103983a93d4d36d2bf23f;0x5acc84a3e955bdd76467d3348077d003f00ffb97;1E+17
0x73f2dcc5fb085e0d472c13dd9aa067de461fed9f5367e6149bec3cc5d656bf4d;0x8aaf22f9dfdf6486edcec735e638bbd004d53a89;0x5acc84a3e955bdd76467d3348077d003f00ffb97;1E+17
0xa87019fd90e76fd4f7b30d1d913ec2fa67e987a79a879e0263c8eeba0cb73e11;0x8e18858cef0928e0e89d67c412ff1aff6cd1de23;0x5acc84a3e955bdd76467d3348077d003f00ffb97;5E+16
0x19580032413ed5999047209cbedcf3c39fb00c9ec027b153f804333c61cf3663;0xd637585a8ae7d97543dccfba0eb9288b75d89162;0x5acc84a3e955bdd76467d3348077d003f00ffb97;5E+16
0x5027d87bdfe2576b4cbc04a8c02ddf5f10843d517f7604863aed76a3d64f41d1;0xb0dc7549d473573268e6d827f779463bff9b77bd;0x5acc84a3e955bdd76467d3348077d003f00ffb97;1E+17
0x21aecd9d5f5a6548f396f3d07395de0e30a1ab11653a94d3fd4d4284cb1e4ff5;0x56fdc7a60cd8563b68a103983a93d4d36d2bf23f;0x5acc84a3e955bdd76467d3348077d003f00ffb97;2E+17
